tx_type,client,tx,amount
dispute,53,61,51.9348
withdraw,2,61,53.7479
deposit,66,20,98.9936
deposit,26,68,13.8831
dispute,47,14,37.2787
withdraw,73,42,20.741
resolve,21,36,68.0465
deposit,18,83,75.5259
resolve,28,37,50.4533
resolve,78,86,49.3176
dispute,18,7,64.6827
dispute,60,47,21.8952
deposit,62,74,62.6636
dispute,29,74,31.1198
resolve,25,92,46.913
resolve,74,19,68.0985
deposit,22,21,44.155
dispute,64,100,58.0105
deposit,39,68,97.9766
resolve,11,52,57.8215
withdraw,93,32,65.6937
resolve,47,88,53.7855
dispute,83,83,89.6705
dispute,85,61,15.2527
dispute,23,75,51.9645
withdraw,93,69,63.2698
deposit,36,59,39.0915
withdraw,6,89,53.7982
withdraw,47,81,65.7622
deposit,81,77,94.8877
deposit,28,7,93.7231
chargeback,61,46,39.8877
withdraw,13,9,96.344
resolve,46,21,60.7935
dispute,87,42,33.5379
dispute,2,50,56.3848
deposit,47,61,34.1109
chargeback,76,46,54.2486
resolve,42,48,32.45
resolve,55,59,5.8575
deposit,67,23,79.5272
dispute,75,94,74.9387
deposit,86,8,49.3978
resolve,31,50,10.8909
dispute,91,24,72.1243
chargeback,2,13,3.5586
dispute,95,76,85.792
dispute,47,84,55.7416
deposit,96,79,16.6637
chargeback,45,89,94.8974
chargeback,100,54,41.3599
deposit,25,27,79.2448
withdraw,61,37,31.0219
deposit,44,6,57.1767
chargeback,66,68,39.7442
dispute,73,77,15.489
withdraw,47,44,96.1547
resolve,80,67,16.9591
chargeback,16,34,74.3968
chargeback,98,76,93.9742
resolve,94,35,30.0322
dispute,80,50,92.5541
deposit,9,72,96.2684
deposit,58,84,63.7082
dispute,52,64,8.8812
deposit,52,25,28.1086
resolve,7,61,15.9433
deposit,83,33,31.0309
dispute,33,74,26.9682
deposit,79,59,50.56
dispute,93,29,46.8661
withdraw,25,10,10.1826
dispute,47,18,9.5048
deposit,24,38,69.072
deposit,76,76,49.2465
chargeback,95,96,55.9071
dispute,59,57,17.1191
chargeback,63,78,64.1107
dispute,7,50,87.4141
deposit,12,31,83.9875
dispute,46,74,68.0197
dispute,55,42,94.3626
chargeback,80,40,97.7072
deposit,9,85,31.5029
deposit,77,67,0.998
deposit,88,46,1.3061
chargeback,12,48,46.4537
dispute,56,77,78.1128
deposit,18,80,7.305
dispute,10,25,93.2741
dispute,67,99,71.5354
resolve,1,81,64.6679
chargeback,20,66,88.1023
dispute,20,48,14.0452
resolve,71,83,48.6555
resolve,78,44,23.2595
deposit,61,99,19.4785
resolve,52,8,50.4243
chargeback,5,4,39.1495
chargeback,86,40,78.6721
dispute,82,39,45.5543
deposit,68,68,66.3649
resolve,66,23,67.4856
withdraw,95,24,90.3678
dispute,83,58,55.4227
resolve,88,25,99.4765
dispute,29,98,80.433
dispute,72,61,56.8828
deposit,27,84,46.3677
resolve,59,92,77.9414
dispute,89,73,7.0709
resolve,67,77,16.6713
dispute,72,88,29.0277
deposit,33,34,27.6219
deposit,38,38,20.5933
withdraw,86,88,64.7546
deposit,26,36,69.3944
withdraw,31,81,81.4462
chargeback,94,30,21.466
dispute,66,33,4.3216
resolve,31,33,1.2474
dispute,58,52,73.9846
chargeback,84,38,67.6347
chargeback,36,56,9.8506
dispute,23,44,1.6573
chargeback,86,57,54.4603
deposit,23,31,84.8772
resolve,26,29,83.8964
dispute,92,38,62.538
chargeback,71,80,34.4036
chargeback,48,82,4.557
dispute,40,44,77.8678
deposit,11,83,58.1829
dispute,88,58,57.2197
chargeback,2,87,67.2175
withdraw,62,88,50.4453
dispute,17,57,39.8357
chargeback,74,56,33.1919
dispute,49,86,41.2821
deposit,76,25,83.7584
resolve,69,92,35.9346
resolve,22,86,15.8066
deposit,95,67,23.1849
withdraw,94,58,92.2838
dispute,71,73,54.6438
chargeback,28,62,49.4909
deposit,21,51,27.5129
dispute,96,47,30.2876
dispute,91,53,77.3999
chargeback,52,29,96.4904
chargeback,43,17,51.6248
resolve,38,80,1.8493
resolve,68,62,42.0135
deposit,11,10,76.2688
resolve,67,75,22.7013
dispute,65,24,83.8253
resolve,32,60,10.6282
withdraw,93,76,95.0151
withdraw,10,14,90.5953
withdraw,29,64,48.3094
dispute,66,99,43.0236
dispute,55,62,88.1751
dispute,39,4,82.2452
withdraw,10,53,20.3155
resolve,84,14,34.6199
deposit,21,11,25.5278
resolve,88,15,17.2821
dispute,83,43,74.0313
withdraw,94,90,69.4325
deposit,93,76,16.7783
chargeback,81,48,67.8789
resolve,93,36,63.7943
withdraw,23,76,59.7954
deposit,5,90,55.3433
resolve,56,100,61.4813
resolve,40,48,31.1378
resolve,48,96,82.8293
deposit,51,56,25.1437
resolve,72,93,60.7685
withdraw,68,60,87.935
withdraw,61,15,16.425
resolve,41,46,28.3746
withdraw,88,2,72.0081
resolve,47,27,17.8018
deposit,36,37,65.666
withdraw,40,8,13.1092
deposit,100,71,3.0052
withdraw,51,40,62.1105
resolve,89,95,95.8667
withdraw,31,34,69.3838
resolve,88,30,11.9543
resolve,10,90,13.2385
dispute,25,23,11.8571
dispute,4,93,60.4226
chargeback,65,68,60.5604
dispute,26,73,90.8554
deposit,48,88,41.4116
chargeback,13,91,15.5316
deposit,85,38,9.1145
chargeback,38,65,55.0833
chargeback,78,22,41.2698
deposit,92,24,85.4233
withdraw,55,47,5.6488
dispute,100,32,86.5355
deposit,55,28,38.856
chargeback,40,67,45.0677
withdraw,20,24,61.748
deposit,22,33,32.3287
chargeback,33,80,64.5566
dispute,67,64,2.4715
dispute,64,42,46.0894
resolve,1,22,10.9324
dispute,47,32,76.9661
resolve,75,32,32.7191
chargeback,48,8,14.9586
withdraw,22,57,13.4002
deposit,62,40,61.6026
chargeback,41,96,1.9784
dispute,50,57,69.0427
chargeback,66,37,5.6948
resolve,30,48,15.6491
resolve,69,3,94.4251
dispute,5,78,44.2004
withdraw,23,8,33.0287
resolve,45,10,63.4184
chargeback,33,25,91.6488
withdraw,85,22,86.3207
deposit,55,36,6.5316
deposit,3,29,1.3446
resolve,26,17,50.1888
withdraw,70,34,54.2645
chargeback,82,11,73.2859
dispute,13,26,82.8902
resolve,1,9,86.0594
withdraw,99,9,66.4241
dispute,84,53,57.908
resolve,14,20,52.225
withdraw,81,91,70.7941
dispute,44,95,89.1608
dispute,90,18,26.0075
chargeback,34,15,54.8862
resolve,3,15,81.5473
withdraw,84,94,70.8181
withdraw,90,3,67.8024
chargeback,73,18,81.9688
deposit,55,84,63.1495
deposit,68,27,97.0414
chargeback,94,67,37.9952
chargeback,67,30,39.2181
withdraw,61,51,32.826
deposit,87,66,73.6713
deposit,67,22,56.687
resolve,49,3,64.6459
withdraw,80,3,21.1171
resolve,5,94,74.3865
chargeback,31,25,33.6762
withdraw,24,46,67.1139
dispute,6,91,89.2855
deposit,19,66,95.7414
withdraw,12,58,32.3345
deposit,3,3,79.049
chargeback,77,85,32.1192
withdraw,13,88,83.4992
chargeback,79,35,48.9686
dispute,47,1,91.0657
deposit,14,25,64.5832
withdraw,28,5,26.4529
dispute,42,97,23.1814
dispute,4,65,31.977
resolve,85,34,3.3788
chargeback,13,39,70.7242
dispute,52,31,56.4203
chargeback,53,32,9.0479
resolve,59,10,70.8356
chargeback,8,71,77.1201
withdraw,43,72,35.5433
dispute,72,82,37.0704
deposit,96,41,3.8591
resolve,77,100,43.1871
deposit,69,7,18.5868
chargeback,82,10,76.5618
chargeback,51,48,48.1667
dispute,92,18,88.384
withdraw,73,74,61.64
resolve,83,58,81.3787
dispute,51,97,87.2383
dispute,66,49,46.3053
resolve,57,45,91.1917
dispute,4,79,56.7914
deposit,60,50,26.9451
chargeback,88,6,24.6472
deposit,54,32,53.082
dispute,59,73,40.4187
resolve,13,40,67.4967
deposit,50,3,98.6479
chargeback,17,8,44.8618
withdraw,60,22,84.8308
dispute,73,69,17.6845
resolve,14,83,37.1322
chargeback,98,35,57.5289
dispute,54,75,18.0074
chargeback,10,53,79.1812
deposit,82,21,86.8443
resolve,75,34,87.8116
dispute,40,62,95.1972
dispute,34,92,74.9251
resolve,92,15,99.5757
dispute,74,87,64.8337
withdraw,16,93,96.5682
resolve,90,98,52.3525
dispute,53,60,91.0457
chargeback,33,14,16.86
dispute,28,73,94.8527
withdraw,13,78,55.4129
withdraw,98,74,53.4756
resolve,92,94,50.4811
resolve,62,12,41.2007
chargeback,86,89,97.3957
resolve,24,50,53.8683
chargeback,36,14,21.5958
resolve,34,82,91.9396
deposit,68,21,18.6257
withdraw,93,2,1.7706
resolve,44,44,80.0511
withdraw,96,53,12.6867
resolve,24,89,49.734
withdraw,41,7,12.244
resolve,75,2,41.9202
resolve,96,70,60.0259
dispute,76,51,68.4946
dispute,62,5,51.983
deposit,75,5,99.8346
chargeback,77,57,4.3598
resolve,24,32,65.6933
dispute,97,8,22.3289
dispute,63,93,0.2796
withdraw,53,37,44.9268
dispute,66,34,59.3363
withdraw,96,58,67.1643
dispute,22,88,76.3399
withdraw,67,22,75.175
withdraw,34,8,47.0607
dispute,72,71,16.1695
dispute,97,46,97.3875
resolve,75,47,55.7269
resolve,69,28,97.3495
chargeback,26,28,46.4218
dispute,66,4,83.5774
dispute,37,26,65.2284
deposit,53,78,30.5203
withdraw,75,28,20.0896
deposit,43,42,66.5019
dispute,100,51,48.154
chargeback,12,4,97.8775
withdraw,41,87,62.085
deposit,94,39,70.3135
dispute,75,37,86.2882
withdraw,32,8,4.5446
dispute,69,84,73.0838
deposit,36,18,69.9312
withdraw,82,93,57.2105
withdraw,1,6,69.1058
resolve,12,76,30.6247
withdraw,24,69,76.5992
dispute,78,3,22.9897
deposit,91,71,89.3765
resolve,47,78,76.0434
resolve,88,41,81.9196
withdraw,71,52,44.0201
chargeback,9,96,19.7984
withdraw,95,37,37.8632
chargeback,1,27,69.556
dispute,60,44,6.0965
chargeback,68,41,32.9339
resolve,59,37,40.86
withdraw,98,70,67.6011
chargeback,29,86,68.1957
dispute,30,18,23.891
dispute,11,17,19.7584
chargeback,100,76,49.1221
deposit,5,69,11.1314
dispute,65,88,43.7046
chargeback,32,8,74.9258
resolve,32,73,75.272
dispute,34,100,54.6995
withdraw,84,73,5.5096
chargeback,75,100,6.13
chargeback,26,46,25.7037
withdraw,54,50,90.7698
dispute,90,88,13.7645
deposit,72,13,23.0984
dispute,65,38,16.8089
dispute,51,83,55.0538
chargeback,91,90,67.4722
resolve,55,10,51.6688
resolve,15,28,5.8249
withdraw,63,53,89.2685
chargeback,92,58,96.6138
deposit,95,31,51.1884
resolve,80,48,91.8386
withdraw,54,63,98.4096
deposit,42,53,61.8996
chargeback,89,14,52.5572
withdraw,47,47,65.7104
dispute,41,32,15.2517
deposit,5,3,64.2655
chargeback,75,20,21.4474
withdraw,83,83,29.2458
dispute,71,79,92.8278
dispute,95,84,5.7538
dispute,25,82,66.3555
dispute,23,34,50.732
resolve,4,21,18.4904
chargeback,94,42,67.6395
deposit,67,5,76.5458
withdraw,43,64,78.3822
dispute,36,34,74.8182
dispute,59,47,3.8946
withdraw,55,92,52.2141
deposit,74,73,27.4174
deposit,47,42,53.2991
resolve,93,13,11.9739
resolve,86,73,35.4131
withdraw,72,79,84.0068
withdraw,90,88,37.1029
chargeback,19,28,94.0426
deposit,38,41,23.5237
deposit,63,21,10.7066
chargeback,93,4,34.4103
resolve,51,91,85.3001
withdraw,40,18,11.0105
withdraw,99,24,40.5741
deposit,10,73,3.8491
dispute,26,22,11.5495
chargeback,78,23,24.628
chargeback,36,47,41.2144
dispute,39,61,55.8215
chargeback,51,73,70.5906
chargeback,25,1,42.4504
deposit,30,95,8.3233
deposit,14,95,26.1112
deposit,93,4,89.1658
dispute,97,16,97.5782
chargeback,88,2,27.3715
dispute,82,5,74.9468
withdraw,29,40,61.9076
resolve,52,14,1.8632
chargeback,86,43,23.517
chargeback,21,1,75.8739
deposit,58,30,24.4781
resolve,91,26,19.0944
resolve,77,9,24.9623
dispute,82,33,2.6281
withdraw,89,8,93.8
deposit,71,81,65.7288
chargeback,26,28,96.2179
resolve,23,77,33.7928
deposit,38,54,53.6863
deposit,82,96,28.3277
withdraw,41,86,34.1732
deposit,25,77,84.5434
deposit,2,49,68.6746
deposit,68,48,26.9711
chargeback,64,9,12.9877
deposit,78,81,60.8245
dispute,87,40,57.7623
resolve,11,66,16.8803
deposit,76,56,13.9256
withdraw,95,72,69.2502
withdraw,82,22,19.0446
resolve,40,70,2.0861
withdraw,38,68,16.3925
dispute,74,88,58.1358
withdraw,13,42,8.3
deposit,77,22,78.3885
deposit,37,51,54.0252
chargeback,43,32,2.9193
chargeback,45,27,77.0858
chargeback,33,5,80.105
deposit,4,62,45.1537
chargeback,83,24,43.7729
withdraw,62,96,90.9568
dispute,55,65,10.9632
deposit,48,90,7.9388
resolve,78,65,1.659
withdraw,8,25,1.1149
dispute,30,86,13.1266
deposit,38,52,93.7569
resolve,69,22,89.2388
withdraw,91,11,99.17
chargeback,97,45,67.3364
deposit,100,45,66.4006
deposit,9,45,12.3053
dispute,35,84,65.0369
deposit,13,15,7.5234
dispute,53,15,22.4194
resolve,24,97,86.0123
chargeback,8,27,21.1075
dispute,31,93,75.4148
withdraw,47,91,12.7594
dispute,59,26,38.2516
dispute,39,45,18.437
chargeback,14,65,43.148
withdraw,56,32,48.0827
dispute,35,94,81.685
withdraw,41,12,5.0226
chargeback,76,16,79.9065
resolve,9,50,9.3047
dispute,86,57,0.0069
withdraw,31,72,44.9253
dispute,28,49,30.7663
withdraw,52,8,82.0277
deposit,22,50,32.8478
withdraw,44,23,61.0269
withdraw,75,89,9.5051
withdraw,29,97,86.641
resolve,70,20,47.0615
chargeback,55,23,8.6316
dispute,83,99,62.5319
chargeback,29,6,55.0323
withdraw,91,51,9.6604
withdraw,28,95,87.5063
deposit,25,16,71.6948
chargeback,93,75,19.0188
deposit,2,96,79.4587
dispute,5,75,67.2234
deposit,87,55,14.047
withdraw,60,36,19.5224
dispute,58,53,17.8738
deposit,16,11,83.3356
deposit,62,25,95.8257
dispute,50,38,45.9078
dispute,34,68,62.1144
deposit,82,61,42.1444
chargeback,58,39,33.5251
chargeback,50,11,88.7266
resolve,96,24,91.4149
withdraw,33,66,4.6418
dispute,8,45,13.7212
deposit,45,69,63.2449
withdraw,7,40,61.1743
dispute,77,51,79.1031
resolve,69,68,62.4465
resolve,73,8,29.0538
dispute,54,62,44.2687
chargeback,4,76,34.8519
resolve,71,38,84.42
withdraw,80,59,67.0131
withdraw,100,68,66.0506
deposit,76,53,76.7993
dispute,85,88,34.7397
withdraw,38,99,98.9299
chargeback,12,78,2.0557
resolve,13,40,89.0871
dispute,22,40,11.9249
dispute,44,47,16.1289
chargeback,1,72,2.9815
chargeback,65,92,87.9455
chargeback,5,54,48.2921
dispute,80,55,65.0933
deposit,47,66,14.9688
chargeback,71,46,4.4997
dispute,58,26,1.5381
chargeback,39,69,79.8141
resolve,39,40,80.2797
withdraw,100,23,83.2538
deposit,53,3,54.7555
dispute,56,86,66.8104
dispute,90,71,54.5252
deposit,95,65,33.3694
dispute,86,37,72.6625
dispute,5,41,9.0599
chargeback,2,15,46.7207
chargeback,59,59,48.9906
withdraw,100,61,83.6415
resolve,51,95,45.5201
dispute,87,93,93.4163
chargeback,28,85,89.2401
resolve,98,81,97.7851
chargeback,23,55,11.9876
chargeback,95,2,10.575
withdraw,47,39,50.8375
deposit,84,23,82.4661
resolve,88,98,42.2106
deposit,60,79,4.8334
withdraw,29,43,73.1708
resolve,50,50,48.4127
resolve,28,10,2.2429
resolve,11,42,16.1088
chargeback,97,48,87.6368
resolve,14,83,61.2567
dispute,15,87,59.7111
resolve,39,98,25.1127
chargeback,78,9,62.4595
chargeback,43,98,15.0651
resolve,65,3,79.3009
chargeback,10,77,25.2809
resolve,64,24,50.2431
resolve,78,25,72.9338
resolve,38,44,8.1652
resolve,27,83,3.6086
resolve,76,4,83.6453
dispute,55,6,29.8242
dispute,44,71,63.4818
resolve,96,41,12.0156
dispute,1,1,49.8604
resolve,39,50,97.6095
deposit,88,86,71.779
deposit,74,14,86.1309
dispute,8,34,3.5137
dispute,69,11,82.5281
dispute,98,62,63.354
withdraw,17,18,91.5254
dispute,19,35,66.0257
chargeback,42,31,74.2874
deposit,86,67,31.5318
chargeback,53,7,68.3891
chargeback,58,14,27.2407
chargeback,95,49,80.0821
withdraw,64,17,96.9777
resolve,46,36,95.4542
deposit,26,83,50.0279
deposit,76,72,50.6272
resolve,11,77,75.1585
deposit,34,1,47.5403
withdraw,84,6,85.0346
resolve,57,38,1.1311
dispute,43,69,33.7124
resolve,62,81,31.9194
resolve,29,90,67.9102
dispute,82,93,11.9806
dispute,35,59,88.1373
chargeback,93,61,58.9473
chargeback,31,94,93.2945
deposit,22,84,64.124
deposit,28,95,59.7731
resolve,19,67,23.2021
deposit,71,42,92.0944
withdraw,61,55,41.0062
chargeback,100,30,10.2259
withdraw,91,58,1.4635
resolve,97,32,54.174
deposit,16,17,36.2578
dispute,74,47,80.0351
deposit,58,50,97.8082
deposit,15,26,65.9724
chargeback,22,94,19.9501
withdraw,81,36,98.0315
withdraw,49,83,93.4807
deposit,50,49,75.4264
deposit,83,92,60.0437
dispute,30,63,55.1034
dispute,77,66,7.2725
withdraw,56,92,62.5788
chargeback,37,58,26.1544
deposit,96,81,78.8726
chargeback,45,58,21.0921
withdraw,37,73,59.6344
chargeback,83,96,32.4686
deposit,77,64,14.7072
withdraw,53,76,71.5332
withdraw,71,51,14.9908
chargeback,6,16,59.8019
chargeback,30,80,34.6364
dispute,78,59,54.7931
deposit,62,72,71.7342
deposit,82,15,38.6357
deposit,83,52,53.2097
deposit,9,59,11.6114
deposit,12,10,76.2081
resolve,70,62,59.6446
chargeback,66,72,57.4853
resolve,68,72,45.0055
deposit,76,84,12.7838
withdraw,87,70,5.7066
deposit,76,79,74.1748
dispute,51,72,47.0922
chargeback,32,16,94.4026
chargeback,57,80,10.1199
withdraw,29,36,1.8277
dispute,61,65,26.988
chargeback,5,54,13.2166
dispute,96,6,64.802
withdraw,82,59,79.1544
dispute,25,87,1.0405
withdraw,47,44,43.177
deposit,76,65,95.4019
dispute,13,34,1.6142
dispute,9,20,22.1252
chargeback,55,34,10.7456
deposit,73,80,6.5573
resolve,80,30,55.79
resolve,18,76,65.7718
withdraw,93,34,77.4918
deposit,67,65,65.5776
resolve,60,32,42.5103
withdraw,54,66,75.8977
chargeback,1,55,30.4452
deposit,11,95,12.5894
resolve,11,64,86.7733
deposit,66,24,20.6727
chargeback,10,23,63.9374
resolve,91,3,65.6405
resolve,83,55,79.0518
deposit,18,99,82.4365
resolve,92,85,82.3965
resolve,85,64,89.564
resolve,85,17,30.9336
resolve,98,97,71.4123
dispute,15,79,93.9312
dispute,25,6,79.3671
withdraw,13,85,24.9845
withdraw,9,100,71.3655
chargeback,18,69,50.3798
dispute,21,42,60.3537
dispute,1,24,97.6754
chargeback,23,6,69.7837
withdraw,3,42,16.1801
withdraw,92,41,89.2924
withdraw,13,44,2.2982
resolve,7,60,18.3388
chargeback,70,73,62.5823
chargeback,52,56,47.4519
chargeback,42,62,98.0527
withdraw,44,23,4.2452
deposit,96,67,93.5088
dispute,35,69,17.7177
withdraw,15,23,88.5994
withdraw,84,18,83.8298
withdraw,35,87,29.8016
chargeback,23,15,36.1886
withdraw,2,17,13.2732
resolve,57,13,49.5298
resolve,64,100,44.1576
resolve,92,55,63.1122
resolve,61,15,39.1803
resolve,9,20,1.5272
resolve,29,10,39.1315
chargeback,46,46,53.4719
withdraw,78,53,84.6592
chargeback,83,89,76.8806
withdraw,8,61,66.2591
chargeback,55,65,24.5465
dispute,12,47,58.8526
dispute,83,1,18.9345
chargeback,43,39,80.8408
deposit,41,99,52.8072
resolve,21,19,76.9028
withdraw,76,5,95.5071
deposit,64,56,44.5131
dispute,35,91,39.0287
withdraw,6,72,85.8338
resolve,36,60,7.4109
deposit,89,8,4.6086
chargeback,8,74,49.0681
deposit,88,2,59.07
deposit,68,71,62.4564
withdraw,96,50,20.7313
resolve,91,2,61.4395
withdraw,55,80,4.4959
resolve,4,50,91.5413
withdraw,35,20,60.9463
withdraw,4,82,42.5001
deposit,62,67,4.3972
dispute,2,63,42.1953
resolve,40,5,94.9138
withdraw,3,72,17.2508
withdraw,20,96,19.0612
chargeback,27,70,98.5776
deposit,20,41,62.3189
withdraw,45,18,20.1387
deposit,97,87,53.3687
resolve,72,94,41.5764
chargeback,41,43,67.0671
deposit,48,70,98.2463
deposit,9,67,95.1496
deposit,83,85,42.7908
chargeback,98,9,89.8078
deposit,46,27,70.1508
deposit,43,10,77.007
deposit,96,10,33.4417
resolve,58,53,35.1241
withdraw,14,2,10.8307
resolve,6,57,66.9684
chargeback,89,3,95.0968
deposit,50,10,47.5957
withdraw,14,14,51.2154
chargeback,99,85,90.8723
resolve,15,99,43.7741
withdraw,40,18,90.9966
withdraw,81,86,99.9718
resolve,94,82,58.1766
deposit,37,15,23.1823
dispute,72,36,62.3911
deposit,10,58,49.953
deposit,94,4,33.2887
withdraw,33,93,75.3757
chargeback,64,76,19.2328
withdraw,58,62,72.7222
deposit,50,78,71.3528
chargeback,70,64,60.3545
chargeback,77,81,44.2765
deposit,31,29,70.4304
deposit,34,19,97.2109
chargeback,93,50,74.0142
dispute,83,19,57.8239
resolve,87,93,24.9027
withdraw,73,71,11.9683
deposit,35,57,22.4903
deposit,84,73,78.4278
dispute,89,62,9.2989
deposit,98,8,78.2777
dispute,63,42,99.922
resolve,52,63,61.4415
dispute,18,1,38.936
chargeback,1,26,98.8469
resolve,58,68,99.9792
chargeback,24,39,79.661
chargeback,35,55,8.9864
chargeback,8,93,14.1149
dispute,12,27,91.638
withdraw,19,54,11.1425
dispute,17,46,53.0302
withdraw,66,88,87.9461
dispute,72,96,53.1153
resolve,37,9,46.3259
resolve,33,77,88.2709
chargeback,10,37,93.8896
chargeback,73,71,85.3071
chargeback,24,10,19.27
deposit,66,75,91.9606
withdraw,48,93,41.0103
withdraw,6,14,64.0959
chargeback,97,65,76.3703
withdraw,70,98,70.4835
deposit,74,13,32.3145
resolve,13,29,27.6594
withdraw,17,54,25.3626
resolve,27,36,84.5388
chargeback,64,80,2.3259
withdraw,31,14,14.1893
deposit,66,78,60.8509
deposit,62,93,84.856
chargeback,78,3,26.6932
dispute,53,9,73.4965
resolve,28,82,59.8694
withdraw,71,30,44.8289
deposit,36,34,73.3672
withdraw,74,28,47.1915
withdraw,28,15,75.2511
resolve,12,17,64.5999
deposit,31,24,6.0534
withdraw,82,40,26.0574
deposit,83,80,61.6373
resolve,49,41,48.0978
deposit,16,14,8.2507
withdraw,30,63,72.7728
chargeback,95,43,53.2602
chargeback,71,59,29.6262
resolve,22,54,71.8273
chargeback,15,63,23.3612
dispute,63,23,39.4883
chargeback,78,25,35.0231
deposit,92,83,99.5638
resolve,54,3,26.6561
withdraw,60,99,20.0059
resolve,91,99,39.5506
chargeback,50,87,71.6176
chargeback,57,93,75.8735
dispute,86,75,58.5378
chargeback,30,50,33.2355
chargeback,23,63,75.2677
resolve,63,97,0.6253
deposit,62,7,43.0121
resolve,4,65,5.3166
chargeback,60,84,47.6056
resolve,63,94,89.1238
dispute,55,54,59.3585
dispute,4,43,84.7037
dispute,41,73,68.2134
chargeback,63,50,54.4037
resolve,76,80,69.4864
dispute,22,6,59.9611
deposit,39,4,79.2667
resolve,99,87,83.0073
deposit,72,4,32.5883
chargeback,40,10,68.6516
chargeback,27,87,26.7999
resolve,6,11,37.3767
resolve,10,13,47.5249
deposit,81,15,58.5127
chargeback,84,91,95.8145
deposit,22,63,25.7378
chargeback,51,7,61.2627
chargeback,19,100,11.4599
withdraw,25,58,80.2686
dispute,98,58,72.8292
chargeback,39,12,39.2442
chargeback,68,69,50.0035
resolve,54,84,11.7302
chargeback,96,58,2.5415
chargeback,68,88,25.0919
chargeback,42,22,65.9374
deposit,2,10,30.9557
withdraw,30,71,5.612
dispute,84,73,77.4921
deposit,47,33,11.7946
dispute,83,84,14.1561
deposit,78,19,56.9666
chargeback,86,31,26.4534
chargeback,46,20,22.9545
withdraw,59,30,31.5016
withdraw,20,79,91.7008
deposit,82,53,49.0329
deposit,15,65,55.4015
resolve,34,84,36.5192
resolve,30,87,85.9196
resolve,65,67,33.0882
withdraw,99,45,51.0916
resolve,39,1,83.7578
chargeback,95,31,12.8735
chargeback,73,33,62.1517
chargeback,19,91,87.6106
dispute,39,75,24.8823
deposit,93,97,68.7662
dispute,10,29,52.9971
dispute,36,70,78.9355
deposit,94,100,41.5215
dispute,21,24,41.9387
resolve,2,66,51.9915
chargeback,100,28,46.4289
resolve,58,92,74.4461
withdraw,1,49,95.1307
dispute,70,74,28.3432
dispute,12,16,19.0546
withdraw,53,89,20.2407
withdraw,51,32,58.2925
deposit,73,89,44.6493
dispute,34,31,89.7834
chargeback,21,9,52.1851
dispute,74,78,21.1531
dispute,14,23,66.6244
chargeback,14,13,35.9544
withdraw,11,95,86.8871
chargeback,40,4,70.2565
withdraw,43,20,51.8105
deposit,85,19,74.5118
withdraw,75,32,35.5167
dispute,26,9,64.4202
resolve,26,67,89.3636
deposit,71,66,14.2051
deposit,18,7,57.3956
chargeback,69,22,75.2311
chargeback,88,41,31.1492
dispute,27,3,26.0583
deposit,13,20,54.0059
chargeback,21,68,11.7586
chargeback,80,58,70.409
dispute,3,36,57.2561
dispute,11,1,82.7661
resolve,16,77,75.1311
dispute,74,96,72.2764
withdraw,73,33,19.799
dispute,3,10,20.1429
withdraw,14,76,56.7301
chargeback,55,34,72.9878
resolve,70,42,91.0101
dispute,9,69,97.8826
chargeback,85,46,38.7107
withdraw,64,24,32.7063
withdraw,13,94,30.8781
chargeback,7,51,59.2455
withdraw,82,47,31.3572
chargeback,22,6,89.6101
withdraw,89,36,77.3701
chargeback,22,22,88.51
deposit,40,9,3.8249
withdraw,22,62,52.9392
chargeback,60,10,20.6717
dispute,93,31,83.2734
resolve,45,8,70.5733
dispute,75,59,80.732
resolve,75,37,91.258
resolve,1,7,42.8079
resolve,1,61,56.8025
chargeback,25,32,86.1846
deposit,5,94,71.6629
withdraw,25,91,69.3044
withdraw,45,62,27.7276
withdraw,93,84,57.0715
deposit,72,98,42.2072
dispute,30,68,61.9329
resolve,9,88,64.8436
dispute,24,12,51.554
dispute,50,74,2.817
withdraw,34,51,38.6929
deposit,53,20,6.5446
dispute,67,62,31.5838
withdraw,62,2,19.3499
chargeback,1,71,88.0403
chargeback,55,47,31.3888
chargeback,78,50,93.0084
dispute,38,10,7.6714
dispute,95,90,62.2597
withdraw,67,66,65.0797
withdraw,19,14,86.313
resolve,29,80,43.304
chargeback,44,46,81.685
chargeback,31,19,66.7177
withdraw,79,2,34.3531
resolve,67,68,55.6062
resolve,18,86,17.5763
dispute,68,68,2.2385
resolve,26,89,61.5005
resolve,60,52,26.7261
chargeback,41,9,29.1648
deposit,32,35,81.2084
dispute,93,73,21.2504
chargeback,14,93,24.8388
deposit,75,21,4.4606
deposit,99,85,53.2014
resolve,84,42,68.7426
chargeback,64,78,52.8707
deposit,83,51,42.006
resolve,50,41,64.751
resolve,98,81,8.8685
resolve,98,30,51.5116
dispute,41,60,27.4484
deposit,97,47,10.5848
dispute,62,48,56.5803
dispute,67,34,32.5603
dispute,15,20,36.8178
deposit,9,29,3.9141
resolve,22,21,81.5916
withdraw,17,43,4.0512
deposit,99,48,76.7945
resolve,3,35,9.9389
chargeback,96,100,63.0455
withdraw,33,41,54.3573
dispute,59,18,10.3866
resolve,26,26,46.4394
chargeback,62,2,54.1096
withdraw,56,16,75.5114
resolve,52,60,9.5871
resolve,82,15,33.6891
resolve,77,15,74.3258
resolve,25,78,82.6603
chargeback,25,84,1.0372
dispute,75,98,49.0361
dispute,73,34,81.9935
dispute,14,54,39.1371
